[2026-07-29T02:46:40.223Z] GET http://localhost:5183/src/screens/Rest.tsx?t=1785293128373 → 304 (2ms, ?B)
[2026-07-29T02:46:40.224Z] GET http://localhost:5183/src/screens/Title.tsx?t=1785293128373 → 304 (1ms, ?B)
[2026-07-29T02:46:40.225Z] GET http://localhost:5183/src/components/Cat.tsx?t=1785293128373 → 304 (1ms, ?B)
[2026-07-29T02:46:40.225Z] GET http://localhost:5183/src/components/Plate.tsx → 304 (1ms, ?B)
[2026-07-29T02:46:40.225Z] GET http://localhost:5183/src/components/Sushi.tsx → 304 (2ms, ?B)
[2026-07-29T02:46:40.225Z] GET http://localhost:5183/src/game/engine.ts → 304 (2ms, ?B)
[2026-07-29T02:46:40.517Z] GET http://localhost:5183/ → 200 (6ms, 1087B)
[2026-07-29T02:46:40.528Z] GET http://localhost:5183/@vite/client → 304 (3ms, ?B)
[2026-07-29T02:46:40.529Z] GET http://localhost:5183/src/main.tsx?t=1785293194411 → 304 (6ms, ?B)
[2026-07-29T02:46:40.530Z] GET http://localhost:5183/@react-refresh → 304 (17ms, ?B)
[2026-07-29T02:46:40.532Z] GET http://localhost:5183/node_modules/vite/dist/client/env.mjs → 304 (25ms, ?B)
[2026-07-29T02:46:40.535Z] GET http://localhost:5183/node_modules/.vite/deps/react.js?v=b16b1142 → 200 (?ms, 130087B)
[2026-07-29T02:46:40.535Z] GET http://localhost:5183/node_modules/.vite/deps/react-dom_client.js?v=b16b1142 → 200 (?ms, 2819303B)
[2026-07-29T02:46:40.546Z] GET http://localhost:5183/src/App.tsx?t=1785293173151 → 304 (12ms, ?B)
[2026-07-29T02:46:40.546Z] GET http://localhost:5183/src/index.css?t=1785293194411 → 304 (16ms, ?B)
[2026-07-29T02:46:40.546Z] GET http://localhost:5183/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=b16b1142 → 200 (?ms, 34713B)
[2026-07-29T02:46:40.548Z] GET http://localhost:5183/node_modules/.vite/deps/rolldown-runtime-BvCyGRYZ.js?v=b16b1142 → 200 (?ms, 1287B)
[2026-07-29T02:46:40.549Z] GET http://localhost:5183/node_modules/.vite/deps/react-dom.js?v=b16b1142 → 200 (?ms, 48822B)
[2026-07-29T02:46:40.560Z] GET http://localhost:5183/src/components/Restaurant.tsx → 304 (4ms, ?B)
[2026-07-29T02:46:40.560Z] GET http://localhost:5183/src/game/audio.ts?t=1785293080517 → 304 (8ms, ?B)
[2026-07-29T02:46:40.560Z] GET http://localhost:5183/src/game/letters.ts → 304 (9ms, ?B)
[2026-07-29T02:46:40.560Z] GET http://localhost:5183/src/game/store.ts → 304 (9ms, ?B)
[2026-07-29T02:46:40.560Z] GET http://localhost:5183/src/screens/Parent.tsx?t=1785293173151 → 304 (10ms, ?B)
[2026-07-29T02:46:40.560Z] GET http://localhost:5183/src/screens/Play.tsx?t=1785293162289 → 304 (10ms, ?B)
